subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",factoring;pid-controller;zeros,4,analysis,numerical_tolerance,"An ideal PID controller has $K_p=6$, $K_i=5$, and $K_d=1$. Of its two finite zeros, find the one closer to the origin.",,,,,-1,0.001,"$G_c(s)=(K_ds^2+K_ps+K_i)/s=(s^2+6s+5)/s=(s+1)(s+5)/s$, so the zeros are $-1$ and $-5$; the nearer is $-1$.","The PID numerator is quadratic in $s$, so it always contributes two zeros plus the pole at the origin.",
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",damping-specification;design;pd-controller,5,analysis,numerical_tolerance,A PD controller $K_p+K_ds$ is used with the plant $G(s)=1/[s(s+2)]$ in a unity-feedback loop. Find the value of $K_d$ that yields $\zeta=0.6$ and $\omega_n=10$ rad/s.,,,,,10,0.001,"The characteristic equation is $s^2+(2+K_d)s+K_p=0$. Matching $2\zeta\omega_n=12$ gives $2+K_d=12$, so $K_d=10$ (and $K_p=\omega_n^2=100$).",The derivative gain adds directly to the existing damping coefficient of 2.,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",pi-controller;zero-location,6,application,numerical_tolerance,A PI controller is $G_c(s)=4+8/s$. Find the location of its finite zero.,,,,,-2,0.01,,,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",parallel-form;pid-controller,8,application,multiple_choice_single,Which expression is the ideal parallel-form PID controller?,$K_pK_iK_ds$,$(K_p+K_i)/(s+K_d)$,$K_p/(s^2+K_is+K_d)$,$K_p+K_i/s+K_ds$,D,,,,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",anti-windup;pid-controller;tradeoffs;tuning,10,evaluation,multiple_choice_single,Which practice is most appropriate when implementing a PID controller on a real actuator?,Filter derivative action and include anti-windup when saturation is possible,Use an unfiltered ideal differentiator at unlimited gain,Ignore sampling and actuator limits,Remove the proportional term in every application,A,,,,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,lead-compensator;pole-zero-order,1,recall,text_short,"In a lead compensator $K(s+z)/(s+p)$ with $z,p>0$, is the zero closer to the origin than the pole, or farther?",,,,,closer|closer to the origin|nearer|the zero is closer|zero is closer,,"A lead network requires $z<p$, so the zero lies closer to the origin than the pole.","The reversed arrangement, $z>p$, gives a lag network instead.",
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,lead-compensator;pole-zero-order,2,recall,multiple_choice_single,"For a standard lead compensator $G_c(s)=K(s+z)/(s+p)$ with positive $z$ and $p$, which relation holds?",$p=z$,$p<z$,$p>z$,$p=0$ always,C,,,,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,bandwidth;lead-compensator;transient-response,2,comprehension,text_short,Does lead compensation increase or decrease the closed-loop bandwidth?,,,,,increase|increases|increase it|increased|raises it|it increases,,"The added phase advance raises the gain-crossover frequency, which increases bandwidth and speeds the response.",The cost is greater sensitivity to high-frequency noise.,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,alpha;lead-compensator;maximum-phase,3,application,numerical_tolerance,A lead network is written as $(1+Ts)/(1+\alpha Ts)$ with $\alpha=0.2$. Find its maximum phase lead in degrees.,,,,,41.810314896,1%,$\phi_m=\arcsin[(1-\alpha)/(1+\alpha)]=\arcsin(0.8/1.2)=\arcsin(0.6667)\approx41.81^\circ$.,Smaller $\alpha$ gives more phase lead but also a wider pole-zero spread and more gain at high frequency.,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,bandwidth;lead-compensator;phase-margin,4,comprehension,multiple_choice_single,What is a typical purpose of lead compensation?,Increase low-frequency gain while reducing bandwidth only,Increase phase margin and bandwidth,Add pure integration,Eliminate all sensor noise,B,,,,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,geometric-mean;lead-compensator;maximum-phase-frequency,4,application,numerical_tolerance,A lead compensator has a zero at $-3$ rad/s and a pole at $-12$ rad/s. Find the frequency of maximum phase lead in rad/s.,,,,,6,0.01,$\omega_m=\sqrt{zp}=\sqrt{3\times12}=6$ rad/s.,"The maximum occurs at the geometric mean, which plots midway between the corners on a log axis.",
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,alpha-from-phase;design;lead-compensator,5,analysis,numerical_tolerance,A lead network $(1+Ts)/(1+\alpha Ts)$ must supply a maximum phase lead of $40^\circ$. Find the required value of $\alpha$.,,,,,0.217442832,1%,$\sin\phi_m=(1-\alpha)/(1+\alpha)$ gives $\alpha=(1-\sin40^\circ)/(1+\sin40^\circ)=(1-0.6428)/(1.6428)\approx0.2174$.,Requirements beyond about $60^\circ$ force $\alpha$ so small that two cascaded stages are preferred.,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,alpha;lead-compensator;maximum-phase,6,application,numerical_tolerance,A lead network is written as $(1+Ts)/(1+\alpha Ts)$ with $\alpha=0.25$. Find its maximum phase lead in degrees.,,,,,36.86989765,1%,,,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,lead-compensator;maximum-phase-frequency,8,application,numerical_tolerance,"For a lead compensator with zero at $-2$ rad/s and pole at $-8$ rad/s, find the frequency of maximum phase lead in rad/s.",,,,,4,0.02,,,
Feedback and Control Systems,Controllers and Compensators,Lead Compensation,angle-deficiency;lead-compensator;root-locus,10,analysis,multiple_choice_single,"In root-locus lead design, how are the compensator pole and zero primarily selected?",To make the plant DC gain zero,To add two integrators at the origin,To force every root-locus branch onto the real axis,To supply the required positive angle at the desired closed-loop pole,D,,,,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,lag-compensator;pole-zero-order,1,recall,text_short,"In a lag compensator $K(s+z)/(s+p)$ with $z,p>0$, which singularity lies closer to the origin, the pole or the zero?",,,,,pole|the pole|pole is closer|the pole is closer,,"A lag network requires $z>p$, so the pole is the singularity nearer the origin.",Both are usually placed far below the gain-crossover frequency to limit added phase lag.,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,lag-compensator;pole-zero-order,2,recall,multiple_choice_single,"For a standard lag compensator $G_c(s)=K(s+z)/(s+p)$ with positive $z$ and $p$, which relation holds?",$z>p$,$p>z$,$p=z$,$z=0$ always,A,,,,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,lag-compensator;low-frequency-gain;steady-state,2,comprehension,text_short,Which performance property does lag compensation primarily improve by raising the low-frequency loop gain?,,,,,steady-state error|steady state error|steady-state accuracy|steady state accuracy|accuracy|steady state performance,,"Raising the DC loop gain increases the static error constants, reducing steady-state error.",It does this without the bandwidth increase that lead compensation brings.,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,beta;lag-compensator;pole-zero-ratio,3,application,numerical_tolerance,A lag compensator has a zero at $-0.8$ rad/s and a pole at $-0.1$ rad/s. Find the ratio $z/p$.,,,,,8,0.001,$z/p=0.8/0.1=8$.,This ratio is the factor by which the low-frequency gain is raised relative to the high-frequency gain.,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,lag-compensator;low-frequency-gain;steady-state-accuracy,4,comprehension,multiple_choice_single,What is a typical purpose of lag compensation?,Increase phase margin primarily by adding positive phase,Create an ideal differentiator,Improve steady-state accuracy by increasing low-frequency loop gain with modest transient change,Reduce system type to zero,C,,,,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,design;lag-compensator;velocity-constant,4,application,numerical_tolerance,A lag compensator must raise a system's velocity error constant from $K_v=5$ to $K_v=50$ without changing the high-frequency gain. Find the required ratio $z/p$.,,,,,10,0.001,"The DC gain of $(s+z)/(s+p)$ is $z/p$, so $K_v$ is multiplied by $z/p$. Hence $z/p=50/5=10$.","A larger ratio means the pole must sit closer to the origin, slowing the transient further.",
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,lag-compensator;maximum-phase-lag,5,analysis,numerical_tolerance,A lag network is written as $(1+Ts)/(1+\beta Ts)$ with $\beta=10$. Find the magnitude of its maximum phase lag in degrees.,,,,,54.903198772,1%,$|\phi_m|=\arcsin[(\beta-1)/(\beta+1)]=\arcsin(9/11)=\arcsin(0.8182)\approx54.90^\circ$.,"That lag occurs at $\omega_m=1/(T\sqrt\beta)$, which is why the corners are placed well below crossover.",
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,beta;gain-ratio;lag-compensator,6,application,numerical_tolerance,A lag compensator has zero at $-1$ rad/s and pole at $-0.1$ rad/s. Find the ratio $z/p$.,,,,,10,0.05,,,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,bode;lag-compensator;phase-effect,8,analysis,multiple_choice_single,Why are a lag compensator pole and zero often placed well below the gain-crossover frequency?,To maximize high-frequency noise amplification,To increase low-frequency gain while limiting added phase lag near crossover,To make the compensator an ideal differentiator,To move every plant pole to the origin,B,,,,
Feedback and Control Systems,Controllers and Compensators,Lag Compensation,bandwidth;design-tradeoff;lag-compensator,10,evaluation,multiple_choice_single,Which tradeoff is commonly associated with lag compensation?,Improved accuracy always comes with unlimited bandwidth,Lag compensation removes all phase lag,Lag compensation cannot affect low-frequency gain,Improved steady-state accuracy may come with reduced bandwidth and slower response,D,,,,
Feedback and Control Systems,Controllers and Compensators,Lead-Lag Compensation,lead-lag-compensator;structure;zero-count,1,recall,text_short,How many finite zeros does a single-stage lead-lag compensator have?,,,,,2|two|2 zeros|two zeros,,"The compensator is the product of a lead section and a lag section, each contributing one zero and one pole.",It therefore has two finite zeros and two finite poles in total.,
Feedback and Control Systems,Controllers and Compensators,Lead-Lag Compensation,combined-purpose;lead-lag-compensator,2,recall,multiple_choice_single,Why are lead and lag networks combined?,To improve both transient/robustness characteristics and steady-state accuracy,To create only a constant gain,To eliminate the need for a plant model,To force the closed-loop output to zero,A,,,,
Feedback and Control Systems,Controllers and Compensators,Lead-Lag Compensation,lead-lag-compensator;section-roles,2,comprehension,text_short,Which section of a lead-lag compensator is designed to improve the transient response and phase margin?,,,,,lead|the lead section|lead section|the lead|lead part,,"The lead section supplies phase advance near crossover, raising phase margin and bandwidth.",The lag section is responsible for the low-frequency gain and steady-state accuracy.,
Feedback and Control Systems,Controllers and Compensators,Lead-Lag Compensation,dc-gain;lead-lag-compensator,3,application,numerical_tolerance,A lead-lag compensator is $G_c(s)=\dfrac{s+2}{s+10}\cdot\dfrac{s+0.2}{s+0.02}$. Find its DC gain.,,,,,2,0.001,$G_c(0)=(2/10)\times(0.2/0.02)=0.2\times10=2$.,The lag section's gain of 10 more than offsets the lead section's attenuation of 0.2.,
Feedback and Control Systems,Controllers and Compensators,Lead-Lag Compensation,lead-lag-compensator;roles,4,comprehension,multiple_choice_single,Which pairing correctly states the usual role of each section?,Lead adds integration; lag adds differentiation,Lead reduces bandwidth; lag always increases it,Lead improves phase margin and speed; lag improves low-frequency gain and steady-state accuracy,Both sections perform exactly the same function,C,,,,
